Unnamed: 0,text,label
0.0,Triple Talaq par Burbak Kuchh nahi bolega,0
1.0,Batao ye uss site pr se akki sir ke verdict nikaal laaye jaha he ajay ki ek bi movie hit nai,1
2.0,Hindu baheno par julam bardas nahi hoga @TripleTalaq Hindu daram par lago hoga hamari Hindu baheno ki soraksa ke liye,0
3.0,Naa bhai.. aisa nhi hai.. mere handle karne se bhi kuchh hona nhi hai.. politics se mera door door tak ka naata nhi hai,0
4.0,#RememberingRajiv aaj agar musalman auraten triple talaq ki wajah se itni jaleel ho rahi hai to iss ka sabse bada reason Rajib gandhi hai.,0
5.0,are cricket se sanyas le liya kya viru aur social service suru kardiya.khel hi bhul gaye.2 innings 0 n 0,0
6.0,Sohail bahi hame bhi treen kardo muje bhi shock he cricket,0
7.0,bhai triple talaq se aap kya samjhte hai samjhaye aap zara ..agar triple talaq pta hota apko toh aisa nhi kehte..,0
8.0,Bachcho ki death par politics ke bajay unke liye prayer aur unki family ko console kiya jana jyada zaruri he.. thodi humanity bhi zaruri he,0
9.0,"#@spn_cricket lijiye S Thakur ne phir pahni no.10 jarsi, inka kharab din chalu ho gaya..@BCCI#Slsvind",0
10.0,Itna hungama to #TripleTalaq par muslims me bhi nahi hua.. Jitna #RamRahimVerdict par Dharamguruao me ho raha h.. #CongressWithRamRahim,0
11.0,#Bollywood @amitdey10510709   Bhaag Milkha Bhaag!,0
12.0,bhau Bollywood ka main adda Mumbai hai...   Jaha rahne k liye heroin ki cha mud jati hai.  Aao kabhi haweli(Maharashtra) pe,0
13.0,Bhai kuchh bhi karna iss @SimplySajidK ke saath movie mat karna..Bollywood se nafrat ho jaati hai..Itni sadi hui ghatiya filmein banata h ye,0
14.0,"#veerupanti : tag line ""Cricket jo hai Anishchittaon ka khel hai """,0
15.0,Chayawadi baat kyu kr rhi hai madam aap..khul kr condem kegeye..mere smjh se administrator ko politics se dur rhna chahiye..desh ke liye,0
16.0,Abusing tweet ke liye Account suspend karte ho...   Woh bhi wo desh me... Jahan gali gali me yahi language use hota hai...   #Irony,1
17.0,Hindu Married men to Mr. Modi: triple talaq toh nipat gaya ab woh saat janmoon wala masla bhi nipata dijeyega  @narendramodi,0
18.0,"#TripleTalaq ""Modiji woh teen talaak ka matter clear ho jaaye,  toh woh saat janam wala matter bhi dekh lijiye please.""",0
19.0,"Muslims triple talaq ka darr dikhake apni biwiyo ka roj rape karte hn, talak- nikah- baccho ki factory.",0
20.0,abhi chaat k kya matlab. Jisko samjhana tha samajh gaya tum sale intrviw to saare englsh mein dete to Bollywood kaho HIndi Film indutry nahi,0
21.0,"Congress isame kuch nahi bolti esaliye Modi pachad Raha hai har jagah ,avasarvadi politics Congress karate hai Modi gorakshko bhi data hai",0
22.0,#TripleTalaq aur Burkha pe bolne ko bolo toh Anand bhais kalti maar lete hai.,0
23.0,Canadian ko itna bhaw matt diya kar khans khans hota hai aur baki sab bachhe hai...4 khans hi superstars hai bollywood ke baki sab stars,0
24.0,"kaafiron' ko 'masjid' mein 'namaz' perhtay huaay maara gyaa..bohat khoob,mashallah! #irony",1
25.0,Bhai Politics apni jagah par kisi bhi Hindu ladki ko Musalman kehna kaha sahi hai yaar. Ijjat sabse badi chij hai.,0
26.0,Ho gaya lasho pe politics Khel ke? Politicians se toh tu zyada harami hai be. BC.. Mar kyu nahi jaate kahi jaake. Sharam karo madarchodon,0
27.0,@jalanjalans  Bhai AAP apne sab Kharche ka Hisaab Deti hai.. Sab Jagah.. u r saying jo Party ka 80% ka pata nahi wo hisaab deti hI,1
28.0,yes sir kahete he na ki cricket me kuch bhi ho sakta he kal ke match me dekh bhi liya.,0
29.0,Yeh kya vahiyaat kisam ki ODI cricket hai? #SLvIND,0
30.0,Tuje pata Hai kolkta sonagachi main 90% prostitute Teri bahan hai Jo triple talaq or hallala or suvaro ki tarah 10 bachee hone ki wajah se,0
31.0,Muslim bahno ke haq ke liye bohot Josh se ladh rahe they show bhi kiya #Triple talaq  Ek aurat ki ismat lutne wala Abhi bhi baba hi hai,0
32.0,Pakistani sabiq leg-spinner Abdul Qadir ne kaha hai ke qoumi Cricket team ko World Eleven ke khilaaf series ko aasan na samjha jaye#AnSaR,0
33.0,"#AAP   Ek apeel ye bhi kar dete ki kripya Hindu mujhe vote na den.,    Tab hoti Different Politics.",0
34.0,@ArvindKejriwal  ji ... kya aapne triple talaq ka swagat kiya ki nhi.....,0
35.0,Ek debate program me inhone Kaha tha ki Yogi Jaise Sanki ko Party se Nikal do. Ab Yogi inka role model hai. Politics kya kya na karwaye.,0
36.0,Triple Talaq jab jashoda ko milega,0
37.0,"vese bhi padhkar karna kya he in netaon ke bachho ko, aana to inhe politics me hi he.",0
38.0,Sharjeel Khan K Khilaf Faisla Sakht Palesi Ka Akaas Hai'Cricket Me Bad Unwaani Ki Mashkon Ko Qatai Bardasht Nai Krenge. Najam RP_BebarG Blch,0
39.0,News channel hai kya be. Jab dheko chalu ho jaata hai. Railway ke Pahele toh tera tweet aa jaata hai. Cricket khel bhai tu.,0
